time_s,r_m,r_cm,T_2d_mid_C,C_2d_mid,T_1d_C,C_1d,dT_2d_minus_1d_C,dC_2d_minus_1d
36000.0000,0.0030,0.3000,50.1650,1.2210,50.1650,1.2210,0.0000,-0.0000
36000.0000,0.0040,0.4000,50.1650,1.2084,50.1650,1.2084,0.0000,-0.0000
36000.0000,0.0050,0.5000,50.1650,1.1923,50.1650,1.1923,0.0000,-0.0000
36000.0000,0.0060,0.6000,50.1650,1.1725,50.1650,1.1725,0.0000,-0.0000
36000.0000,0.0070,0.7000,50.1650,1.1491,50.1650,1.1491,0.0000,-0.0000
36000.0000,0.0080,0.8000,50.1650,1.1220,50.1650,1.1220,0.0000,-0.0000
36000.0000,0.0090,0.9000,50.1650,1.0911,50.1650,1.0911,0.0000,-0.0000
36000.0000,0.0100,1.0000,50.1650,1.0565,50.1650,1.0565,0.0000,-0.0000
36000.0000,0.0110,1.1000,50.1650,1.0178,50.1650,1.0178,0.0000,-0.0000
36000.0000,0.0120,1.2000,50.1650,0.9749,50.1650,0.9749,0.0000,-0.0000
36000.0000,0.0130,1.3000,50.1650,0.9276,50.1650,0.9276,0.0000,-0.0000
36000.0000,0.0140,1.4000,50.1650,0.8753,50.1650,0.8753,0.0000,-0.0000
36000.0000,0.0150,1.5000,50.1650,0.8173,50.1650,0.8173,0.0000,-0.0000
36000.0000,0.0160,1.6000,50.1650,0.7523,50.1650,0.7523,0.0000,-0.0000
36000.0000,0.0170,1.7000,50.1650,0.6781,50.1650,0.6781,0.0000,-0.0000
36000.0000,0.0180,1.8000,50.1650,0.5897,50.1650,0.5897,0.0000,-0.0000
36000.0000,0.0190,1.9000,50.1650,0.4720,50.1650,0.4720,0.0000,-0.0000
36000.0000,0.0200,2.0000,50.1650,0.2392,50.1650,0.3225,0.0000,-0.0833
39600.0000,0.0000,0.0000,50.1650,1.1552,50.1650,1.1552,0.0000,-0.0000
39600.0000,0.0010,0.1000,50.1650,1.1536,50.1650,1.1536,0.0000,-0.0000
39600.0000,0.0020,0.2000,50.1650,1.1487,50.1650,1.1487,0.0000,-0.0000
39600.0000,0.0030,0.3000,50.1650,1.1405,50.1650,1.1405,0.0000,-0.0000
39600.0000,0.0040,0.4000,50.1650,1.1291,50.1650,1.1291,0.0000,-0.0000
39600.0000,0.0050,0.5000,50.1650,1.1144,50.1650,1.1144,0.0000,-0.0000
39600.0000,0.0060,0.6000,50.1650,1.0963,50.1650,1.0963,0.0000,-0.0000
39600.0000,0.0070,0.7000,50.1650,1.0749,50.1650,1.0749,0.0000,-0.0000
39600.0000,0.0080,0.8000,50.1650,1.0502,50.1650,1.0502,0.0000,-0.0000
39600.0000,0.0090,0.9000,50.1650,1.0220,50.1650,1.0220,0.0000,-0.0000
39600.0000,0.0100,1.0000,50.1650,0.9903,50.1650,0.9903,0.0000,-0.0000
39600.0000,0.0110,1.1000,50.1650,0.9548,50.1650,0.9548,0.0000,-0.0000
39600.0000,0.0120,1.2000,50.1650,0.9155,50.1650,0.9155,0.0000,-0.0000
39600.0000,0.0130,1.3000,50.1650,0.8721,50.1650,0.8721,0.0000,-0.0000
39600.0000,0.0140,1.4000,50.1650,0.8239,50.1650,0.8239,0.0000,-0.0000
39600.0000,0.0150,1.5000,50.1650,0.7705,50.1650,0.7705,0.0000,-0.0000
39600.0000,0.0160,1.6000,50.1650,0.7104,50.1650,0.7104,0.0000,-0.0000
39600.0000,0.0170,1.7000,50.1650,0.6415,50.1650,0.6415,0.0000,-0.0000
39600.0000,0.0180,1.8000,50.1650,0.5588,50.1650,0.5588,0.0000,-0.0000
39600.0000,0.0190,1.9000,50.1650,0.4475,50.1650,0.4475,0.0000,-0.0000
39600.0000,0.0200,2.0000,50.1650,0.2126,50.1650,0.3004,0.0000,-0.0878
43200.0000,0.0000,0.0000,50.1650,1.0842,50.1650,1.0842,-0.0000,-0.0000
43200.0000,0.0010,0.1000,50.1650,1.0827,50.1650,1.0827,-0.0000,-0.0000
43200.0000,0.0020,0.2000,50.1650,1.0782,50.1650,1.0782,-0.0000,-0.0000
43200.0000,0.0030,0.3000,50.1650,1.0707,50.1650,1.0707,-0.0000,-0.0000
43200.0000,0.0040,0.4000,50.1650,1.0603,50.1650,1.0603,-0.0000,-0.0000
43200.0000,0.0050,0.5000,50.1650,1.0468,50.1650,1.0468,-0.0000,-0.0000
43200.0000,0.0060,0.6000,50.1650,1.0302,50.1650,1.0302,-0.0000,-0.0000
43200.0000,0.0070,0.7000,50.1650,1.0106,50.1650,1.0106,-0.0000,-0.0000
43200.0000,0.0080,0.8000,50.1650,0.9879,50.1650,0.9879,-0.0000,-0.0000
43200.0000,0.0090,0.9000,50.1650,0.9620,50.1650,0.9620,-0.0000,-0.0000
43200.0000,0.0100,1.0000,50.1650,0.9329,50.1650,0.9329,-0.0000,-0.0000
43200.0000,0.0110,1.1000,50.1650,0.9003,50.1650,0.9003,-0.0000,-0.0000
43200.0000,0.0120,1.2000,50.1650,0.8641,50.1650,0.8641,-0.0000,-0.0000
43200.0000,0.0130,1.3000,50.1650,0.8240,50.1650,0.8240,-0.0000,-0.0000
43200.0000,0.0140,1.4000,50.1650,0.7795,50.1650,0.7795,-0.0000,-0.0000
43200.0000,0.0150,1.5000,50.1650,0.7300,50.1650,0.7300,-0.0000,-0.0000
43200.0000,0.0160,1.6000,50.1650,0.6742,50.1650,0.6742,-0.0000,-0.0000
43200.0000,0.0170,1.7000,50.1650,0.6099,50.1650,0.6099,-0.0000,-0.0000
43200.0000,0.0180,1.8000,50.1650,0.5324,50.1650,0.5324,-0.0000,-0.0000
43200.0000,0.0190,1.9000,50.1650,0.4268,50.1650,0.4268,-0.0000,-0.0000
43200.0000,0.0200,2.0000,50.1650,0.1910,50.1650,0.2826,-0.0000,-0.0917
46800.0000,0.0000,0.0000,50.1650,1.0222,50.1650,1.0222,-0.0000,-0.0000
46800.0000,0.0010,0.1000,50.1650,1.0208,50.1650,1.0208,-0.0000,-0.0000
46800.0000,0.0020,0.2000,50.1650,1.0167,50.1650,1.0167,-0.0000,-0.0000
46800.0000,0.0030,0.3000,50.1650,1.0098,50.1650,1.0098,-0.0000,-0.0000
46800.0000,0.0040,0.4000,50.1650,1.0002,50.1650,1.0002,-0.0000,-0.0000
46800.0000,0.0050,0.5000,50.1650,0.9878,50.1650,0.9878,-0.0000,-0.0000
46800.0000,0.0060,0.6000,50.1650,0.9726,50.1650,0.9726,-0.0000,-0.0000
46800.0000,0.0070,0.7000,50.1650,0.9545,50.1650,0.9545,-0.0000,-0.0000
46800.0000,0.0080,0.8000,50.1650,0.9336,50.1650,0.9336,-0.0000,-0.0000
46800.0000,0.0090,0.9000,50.1650,0.9097,50.1650,0.9097,-0.0000,-0.0000
46800.0000,0.0100,1.0000,50.1650,0.8828,50.1650,0.8828,-0.0000,-0.0000
46800.0000,0.0110,1.1000,50.1650,0.8527,50.1650,0.8527,-0.0000,-0.0000
46800.0000,0.0120,1.2000,50.1650,0.8192,50.1650,0.8192,-0.0000,-0.0000
46800.0000,0.0130,1.3000,50.1650,0.7820,50.1650,0.7820,-0.0000,-0.0000
46800.0000,0.0140,1.4000,50.1650,0.7407,50.1650,0.7407,-0.0000,-0.0000
46800.0000,0.0150,1.5000,50.1650,0.6946,50.1650,0.6946,-0.0000,-0.0000
46800.0000,0.0160,1.6000,50.1650,0.6425,50.1650,0.6425,-0.0000,-0.0000
46800.0000,0.0170,1.7000,50.1650,0.5824,50.1650,0.5824,-0.0000,-0.0000
46800.0000,0.0180,1.8000,50.1650,0.5095,50.1650,0.5095,-0.0000,-0.0000
46800.0000,0.0190,1.9000,50.1650,0.4092,50.1650,0.4092,-0.0000,-0.0000
46800.0000,0.0200,2.0000,50.1650,0.1731,50.1650,0.2681,-0.0000,-0.0950
50400.0000,0.0000,0.0000,50.1650,0.9678,50.1650,0.9678,-0.0000,-0.0000
50400.0000,0.0010,0.1000,50.1650,0.9666,50.1650,0.9666,-0.0000,-0.0000
50400.0000,0.0020,0.2000,50.1650,0.9628,50.1650,0.9628,-0.0000,-0.0000
50400.0000,0.0030,0.3000,50.1650,0.9564,50.1650,0.9564,-0.0000,-0.0000
50400.0000,0.0040,0.4000,50.1650,0.9475,50.1650,0.9475,-0.0000,-0.0000
50400.0000,0.0050,0.5000,50.1650,0.9360,50.1650,0.9360,-0.0000,-0.0000
50400.0000,0.0060,0.6000,50.1650,0.9220,50.1650,0.9220,-0.0000,-0.0000
50400.0000,0.0070,0.7000,50.1650,0.9053,50.1650,0.9053,-0.0000,-0.0000
50400.0000,0.0080,0.8000,50.1650,0.8859,50.1650,0.8859,-0.0000,-0.0000
50400.0000,0.0090,0.9000,50.1650,0.8638,50.1650,0.8638,-0.0000,-0.0000
50400.0000,0.0100,1.0000,50.1650,0.8388,50.1650,0.8388,-0.0000,-0.0000
50400.0000,0.0110,1.1000,50.1650,0.8108,50.1650,0.8108,-0.0000,-0.0000
50400.0000,0.0120,1.2000,50.1650,0.7797,50.1650,0.7797,-0.0000,-0.0000
50400.0000,0.0130,1.3000,50.1650,0.7451,50.1650,0.7451,-0.0000,-0.0000
50400.0000,0.0140,1.4000,50.1650,0.7066,50.1650,0.7066,-0.0000,-0.0000
50400.0000,0.0150,1.5000,50.1650,0.6635,50.1650,0.6635,-0.0000,-0.0000
50400.0000,0.0160,1.6000,50.1650,0.6147,50.1650,0.6147,-0.0000,-0.0000
50400.0000,0.0170,1.7000,50.1650,0.5582,50.1650,0.5582,-0.0000,-0.0000
50400.0000,0.0180,1.8000,50.1650,0.4894,50.1650,0.4894,-0.0000,-0.0000
50400.0000,0.0190,1.9000,50.1650,0.3939,50.1650,0.3939,-0.0000,-0.0000
50400.0000,0.0200,2.0000,50.1650,0.1584,50.1650,0.2561,-0.0000,-0.0977
54000.0000,0.0000,0.0000,50.1650,0.9199,50.1650,0.9199,-0.0000,-0.0000
54000.0000,0.0010,0.1000,50.1650,0.9187,50.1650,0.9187,-0.0000,-0.0000
54000.0000,0.0020,0.2000,50.1650,0.9152,50.1650,0.9152,-0.0000,-0.0000
54000.0000,0.0030,0.3000,50.1650,0.9093,50.1650,0.9093,-0.0000,-0.0000
54000.0000,0.0040,0.4000,50.1650,0.9011,50.1650,0.9011,-0.0000,-0.0000
54000.0000,0.0050,0.5000,50.1650,0.8904,50.1650,0.8904,-0.0000,-0.0000
54000.0000,0.0060,0.6000,50.1650,0.8773,50.1650,0.8773,-0.0000,-0.0000
54000.0000,0.0070,0.7000,50.1650,0.8618,50.1650,0.8618,-0.0000,-0.0000
54000.0000,0.0080,0.8000,50.1650,0.8438,50.1650,0.8438,-0.0000,-0.0000
54000.0000,0.0090,0.9000,50.1650,0.8232,50.1650,0.8232,-0.0000,-0.0000
54000.0000,0.0100,1.0000,50.1650,0.8000,50.1650,0.8000,-0.0000,-0.0000
54000.0000,0.0110,1.1000,50.1650,0.7739,50.1650,0.7739,-0.0000,-0.0000
54000.0000,0.0120,1.2000,50.1650,0.7448,50.1650,0.7448,-0.0000,-0.0000
54000.0000,0.0130,1.3000,50.1650,0.7124,50.1650,0.7124,-0.0000,-0.0000
54000.0000,0.0140,1.4000,50.1650,0.6764,50.1650,0.6764,-0.0000,-0.0000
54000.0000,0.0150,1.5000,50.1650,0.6360,50.1650,0.6360,-0.0000,-0.0000
54000.0000,0.0160,1.6000,50.1650,0.5901,50.1650,0.5901,-0.0000,-0.0000
54000.0000,0.0170,1.7000,50.1650,0.5368,50.1650,0.5368,-0.0000,-0.0000
54000.0000,0.0180,1.8000,50.1650,0.4716,50.1650,0.4716,-0.0000,-0.0000
54000.0000,0.0190,1.9000,50.1650,0.3804,50.1650,0.3804,-0.0000,-0.0000
54000.0000,0.0200,2.0000,50.1650,0.1460,50.1650,0.2459,-0.0000,-0.0999
57600.0000,0.0000,0.0000,50.1650,0.8774,50.1650,0.8774,-0.0000,-0.0000
57600.0000,0.0010,0.1000,50.1650,0.8763,50.1650,0.8763,-0.0000,-0.0000
57600.0000,0.0020,0.2000,50.1650,0.8730,50.1650,0.8730,-0.0000,-0.0000
57600.0000,0.0030,0.3000,50.1650,0.8676,50.1650,0.8676,-0.0000,-0.0000
57600.0000,0.0040,0.4000,50.1650,0.8598,50.1650,0.8598,-0.0000,-0.0000
57600.0000,0.0050,0.5000,50.1650,0.8499,50.1650,0.8499,-0.0000,-0.0000
57600.0000,0.0060,0.6000,50.1650,0.8377,50.1650,0.8377,-0.0000,-0.0000
57600.0000,0.0070,0.7000,50.1650,0.8232,50.1650,0.8232,-0.0000,-0.0000
57600.0000,0.0080,0.8000,50.1650,0.8064,50.1650,0.8064,-0.0000,-0.0000
57600.0000,0.0090,0.9000,50.1650,0.7872,50.1650,0.7872,-0.0000,-0.0000
57600.0000,0.0100,1.0000,50.1650,0.7654,50.1650,0.7654,-0.0000,-0.0000
57600.0000,0.0110,1.1000,50.1650,0.7410,50.1650,0.7410,-0.0000,-0.0000
57600.0000,0.0120,1.2000,50.1650,0.7138,50.1650,0.7138,-0.0000,-0.0000
57600.0000,0.0130,1.3000,50.1650,0.6834,50.1650,0.6834,-0.0000,-0.0000
57600.0000,0.0140,1.4000,50.1650,0.6495,50.1650,0.6495,-0.0000,-0.0000
57600.0000,0.0150,1.5000,50.1650,0.6114,50.1650,0.6114,-0.0000,-0.0000
57600.0000,0.0160,1.6000,50.1650,0.5682,50.1650,0.5682,-0.0000,-0.0000
57600.0000,0.0170,1.7000,50.1650,0.5177,50.1650,0.5177,-0.0000,-0.0000
57600.0000,0.0180,1.8000,50.1650,0.4558,50.1650,0.4558,-0.0000,-0.0000
57600.0000,0.0190,1.9000,50.1650,0.3685,50.1650,0.3685,-0.0000,-0.0000
57600.0000,0.0200,2.0000,50.1650,0.1355,50.1650,0.2372,-0.0000,-0.1017
61200.0000,0.0000,0.0000,50.1650,0.8396,50.1650,0.8396,-0.0000,-0.0000
61200.0000,0.0010,0.1000,50.1650,0.8385,50.1650,0.8385,-0.0000,-0.0000
61200.0000,0.0020,0.2000,50.1650,0.8355,50.1650,0.8355,-0.0000,-0.0000
61200.0000,0.0030,0.3000,50.1650,0.8303,50.1650,0.8303,-0.0000,-0.0000
61200.0000,0.0040,0.4000,50.1650,0.8231,50.1650,0.8231,-0.0000,-0.0000
61200.0000,0.0050,0.5000,50.1650,0.8138,50.1650,0.8138,-0.0000,-0.0000
61200.0000,0.0060,0.6000,50.1650,0.8024,50.1650,0.8024,-0.0000,-0.0000
61200.0000,0.0070,0.7000,50.1650,0.7888,50.1650,0.7888,-0.0000,-0.0000
61200.0000,0.0080,0.8000,50.1650,0.7730,50.1650,0.7730,-0.0000,-0.0000
61200.0000,0.0090,0.9000,50.1650,0.7550,50.1650,0.7550,-0.0000,-0.0000
61200.0000,0.0100,1.0000,50.1650,0.7346,50.1650,0.7346,-0.0000,-0.0000
61200.0000,0.0110,1.1000,50.1650,0.7116,50.1650,0.7116,-0.0000,-0.0000
61200.0000,0.0120,1.2000,50.1650,0.6860,50.1650,0.6860,-0.0000,-0.0000
61200.0000,0.0130,1.3000,50.1650,0.6574,50.1650,0.6574,-0.0000,-0.0000
61200.0000,0.0140,1.4000,50.1650,0.6254,50.1650,0.6254,-0.0000,-0.0000
61200.0000,0.0150,1.5000,50.1650,0.5894,50.1650,0.5894,-0.0000,-0.0000
61200.0000,0.0160,1.6000,50.1650,0.5485,50.1650,0.5485,-0.0000,-0.0000
61200.0000,0.0170,1.7000,50.1650,0.5006,50.1650,0.5006,-0.0000,-0.0000
61200.0000,0.0180,1.8000,50.1650,0.4415,50.1650,0.4415,-0.0000,-0.0000
61200.0000,0.0190,1.9000,50.1650,0.3578,50.1650,0.3578,-0.0000,-0.0000
61200.0000,0.0200,2.0000,50.1650,0.1267,50.1650,0.2297,-0.0000,-0.1031
64800.0000,0.0000,0.0000,50.1650,0.8056,50.1650,0.8056,-0.0000,-0.0000
64800.0000,0.0010,0.1000,50.1650,0.8047,50.1650,0.8047,-0.0000,-0.0000
64800.0000,0.0020,0.2000,50.1650,0.8018,50.1650,0.8018,-0.0000,-0.0000
64800.0000,0.0030,0.3000,50.1650,0.7970,50.1650,0.7970,-0.0000,-0.0000
64800.0000,0.0040,0.4000,50.1650,0.7902,50.1650,0.7902,-0.0000,-0.0000
64800.0000,0.0050,0.5000,50.1650,0.7815,50.1650,0.7815,-0.0000,-0.0000
64800.0000,0.0060,0.6000,50.1650,0.7707,50.1650,0.7707,-0.0000,-0.0000
64800.0000,0.0070,0.7000,50.1650,0.7580,50.1650,0.7580,-0.0000,-0.0000
64800.0000,0.0080,0.8000,50.1650,0.7431,50.1650,0.7431,-0.0000,-0.0000
64800.0000,0.0090,0.9000,50.1650,0.7261,50.1650,0.7261,-0.0000,-0.0000
64800.0000,0.0100,1.0000,50.1650,0.7069,50.1650,0.7069,-0.0000,-0.0000
64800.0000,0.0110,1.1000,50.1650,0.6852,50.1650,0.6852,-0.0000,-0.0000
64800.0000,0.0120,1.2000,50.1650,0.6610,50.1650,0.6610,-0.0000,-0.0000
64800.0000,0.0130,1.3000,50.1650,0.6340,50.1650,0.6340,-0.0000,-0.0000
64800.0000,0.0140,1.4000,50.1650,0.6037,50.1650,0.6037,-0.0000,-0.0000
64800.0000,0.0150,1.5000,50.1650,0.5696,50.1650,0.5696,-0.0000,-0.0000
64800.0000,0.0160,1.6000,50.1650,0.5307,50.1650,0.5307,-0.0000,-0.0000
64800.0000,0.0170,1.7000,50.1650,0.4851,50.1650,0.4851,-0.0000,-0.0000
64800.0000,0.0180,1.8000,50.1650,0.4287,50.1650,0.4287,-0.0000,-0.0000
64800.0000,0.0190,1.9000,50.1650,0.3482,50.1650,0.3482,-0.0000,-0.0000
64800.0000,0.0200,2.0000,50.1650,0.1191,50.1650,0.2232,-0.0000,-0.1041
68400.0000,0.0000,0.0000,50.1650,0.7751,50.1650,0.7751,-0.0000,-0.0000
68400.0000,0.0010,0.1000,50.1650,0.7742,50.1650,0.7742,-0.0000,-0.0000
68400.0000,0.0020,0.2000,50.1650,0.7715,50.1650,0.7715,-0.0000,-0.0000
68400.0000,0.0030,0.3000,50.1650,0.7669,50.1650,0.7669,-0.0000,-0.0000
68400.0000,0.0040,0.4000,50.1650,0.7605,50.1650,0.7605,-0.0000,-0.0000
68400.0000,0.0050,0.5000,50.1650,0.7523,50.1650,0.7523,-0.0000,-0.0000
68400.0000,0.0060,0.6000,50.1650,0.7422,50.1650,0.7422,-0.0000,-0.0000
68400.0000,0.0070,0.7000,50.1650,0.7301,50.1650,0.7301,-0.0000,-0.0000
68400.0000,0.0080,0.8000,50.1650,0.7161,50.1650,0.7161,-0.0000,-0.0000
68400.0000,0.0090,0.9000,50.1650,0.7001,50.1650,0.7001,-0.0000,-0.0000
68400.0000,0.0100,1.0000,50.1650,0.6819,50.1650,0.6819,-0.0000,-0.0000
68400.0000,0.0110,1.1000,50.1650,0.6614,50.1650,0.6614,-0.0000,-0.0000
68400.0000,0.0120,1.2000,50.1650,0.6385,50.1650,0.6385,-0.0000,-0.0000
68400.0000,0.0130,1.3000,50.1650,0.6128,50.1650,0.6128,-0.0000,-0.0000
68400.0000,0.0140,1.4000,50.1650,0.5841,50.1650,0.5841,-0.0000,-0.0000
68400.0000,0.0150,1.5000,50.1650,0.5517,50.1650,0.5517,-0.0000,-0.0000
68400.0000,0.0160,1.6000,50.1650,0.5146,50.1650,0.5146,-0.0000,-0.0000
68400.0000,0.0170,1.7000,50.1650,0.4710,50.1650,0.4710,-0.0000,-0.0000
68400.0000,0.0180,1.8000,50.1650,0.4170,50.1650,0.4170,-0.0000,-0.0000
68400.0000,0.0190,1.9000,50.1650,0.3394,50.1650,0.3394,-0.0000,-0.0000
68400.0000,0.0200,2.0000,50.1650,0.1126,50.1650,0.2174,-0.0000,-0.1048
72000.0000,0.0000,0.0000,50.1650,0.7475,50.1650,0.7475,-0.0000,-0.0000
72000.0000,0.0010,0.1000,50.1650,0.7467,50.1650,0.7467,-0.0000,-0.0000
72000.0000,0.0020,0.2000,50.1650,0.7441,50.1650,0.7441,-0.0000,-0.0000
72000.0000,0.0030,0.3000,50.1650,0.7398,50.1650,0.7398,-0.0000,-0.0000
72000.0000,0.0040,0.4000,50.1650,0.7337,50.1650,0.7337,-0.0000,-0.0000
72000.0000,0.0050,0.5000,50.1650,0.7259,50.1650,0.7259,-0.0000,-0.0000
72000.0000,0.0060,0.6000,50.1650,0.7164,50.1650,0.7164,-0.0000,-0.0000
72000.0000,0.0070,0.7000,50.1650,0.7050,50.1650,0.7050,-0.0000,-0.0000
72000.0000,0.0080,0.8000,50.1650,0.6917,50.1650,0.6917,-0.0000,-0.0000
72000.0000,0.0090,0.9000,50.1650,0.6765,50.1650,0.6765,-0.0000,-0.0000
72000.0000,0.0100,1.0000,50.1650,0.6592,50.1650,0.6592,-0.0000,-0.0000
72000.0000,0.0110,1.1000,50.1650,0.6398,50.1650,0.6398,-0.0000,-0.0000
72000.0000,0.0120,1.2000,50.1650,0.6180,50.1650,0.6180,-0.0000,-0.0000
72000.0000,0.0130,1.3000,50.1650,0.5936,50.1650,0.5936,-0.0000,-0.0000
72000.0000,0.0140,1.4000,50.1650,0.5662,50.1650,0.5662,-0.0000,-0.0000
72000.0000,0.0150,1.5000,50.1650,0.5353,50.1650,0.5353,-0.0000,-0.0000
72000.0000,0.0160,1.6000,50.1650,0.4999,50.1650,0.4999,-0.0000,-0.0000
72000.0000,0.0170,1.7000,50.1650,0.4582,50.1650,0.4582,-0.0000,-0.0000
72000.0000,0.0180,1.8000,50.1650,0.4063,50.1650,0.4063,-0.0000,-0.0000
72000.0000,0.0190,1.9000,50.1650,0.3315,50.1650,0.3315,-0.0000,-0.0000
72000.0000,0.0200,2.0000,50.1650,0.1069,50.1650,0.2122,-0.0000,-0.1053
75600.0000,0.0000,0.0000,50.1650,0.7225,50.1650,0.7225,-0.0000,-0.0000
75600.0000,0.0010,0.1000,50.1650,0.7216,50.1650,0.7216,-0.0000,-0.0000
75600.0000,0.0020,0.2000,50.1650,0.7192,50.1650,0.7192,-0.0000,-0.0000
75600.0000,0.0030,0.3000,50.1650,0.7151,50.1650,0.7151,-0.0000,-0.0000
75600.0000,0.0040,0.4000,50.1650,0.7094,50.1650,0.7094,-0.0000,-0.0000
75600.0000,0.0050,0.5000,50.1650,0.7020,50.1650,0.7020,-0.0000,-0.0000
75600.0000,0.0060,0.6000,50.1650,0.6929,50.1650,0.6929,-0.0000,-0.0000
75600.0000,0.0070,0.7000,50.1650,0.6821,50.1650,0.6821,-0.0000,-0.0000
75600.0000,0.0080,0.8000,50.1650,0.6695,50.1650,0.6695,-0.0000,-0.0000
75600.0000,0.0090,0.9000,50.1650,0.6550,50.1650,0.6550,-0.0000,-0.0000
75600.0000,0.0100,1.0000,50.1650,0.6386,50.1650,0.6386,-0.0000,-0.0000
75600.0000,0.0110,1.1000,50.1650,0.6201,50.1650,0.6201,-0.0000,-0.0000
75600.0000,0.0120,1.2000,50.1650,0.5993,50.1650,0.5993,-0.0000,-0.0000
75600.0000,0.0130,1.3000,50.1650,0.5761,50.1650,0.5761,-0.0000,-0.0000
75600.0000,0.0140,1.4000,50.1650,0.5500,50.1650,0.5500,-0.0000,-0.0000
75600.0000,0.0150,1.5000,50.1650,0.5204,50.1650,0.5204,-0.0000,-0.0000
75600.0000,0.0160,1.6000,50.1650,0.4865,50.1650,0.4865,-0.0000,-0.0000
75600.0000,0.0170,1.7000,50.1650,0.4465,50.1650,0.4465,-0.0000,-0.0000
75600.0000,0.0180,1.8000,50.1650,0.3965,50.1650,0.3965,-0.0000,-0.0000
75600.0000,0.0190,1.9000,50.1650,0.3242,50.1650,0.3242,-0.0000,-0.0000
75600.0000,0.0200,2.0000,50.1650,0.1019,50.1650,0.2076,-0.0000,-0.1056
79200.0000,0.0000,0.0000,50.1650,0.6996,50.1650,0.6996,-0.0000,-0.0000
79200.0000,0.0010,0.1000,50.1650,0.6988,50.1650,0.6988,-0.0000,-0.0000
79200.0000,0.0020,0.2000,50.1650,0.6965,50.1650,0.6965,-0.0000,-0.0000
79200.0000,0.0030,0.3000,50.1650,0.6926,50.1650,0.6926,-0.0000,-0.0000
79200.0000,0.0040,0.4000,50.1650,0.6872,50.1650,0.6872,-0.0000,-0.0000
79200.0000,0.0050,0.5000,50.1650,0.6802,50.1650,0.6802,-0.0000,-0.0000
79200.0000,0.0060,0.6000,50.1650,0.6715,50.1650,0.6715,-0.0000,-0.0000
79200.0000,0.0070,0.7000,50.1650,0.6612,50.1650,0.6612,-0.0000,-0.0000
79200.0000,0.0080,0.8000,50.1650,0.6492,50.1650,0.6492,-0.0000,-0.0000
79200.0000,0.0090,0.9000,50.1650,0.6354,50.1650,0.6354,-0.0000,-0.0000
79200.0000,0.0100,1.0000,50.1650,0.6198,50.1650,0.6198,-0.0000,-0.0000
79200.0000,0.0110,1.1000,50.1650,0.6021,50.1650,0.6021,-0.0000,-0.0000
79200.0000,0.0120,1.2000,50.1650,0.5823,50.1650,0.5823,-0.0000,-0.0000
79200.0000,0.0130,1.3000,50.1650,0.5600,50.1650,0.5600,-0.0000,-0.0000
79200.0000,0.0140,1.4000,50.1650,0.5350,50.1650,0.5350,-0.0000,-0.0000
79200.0000,0.0150,1.5000,50.1650,0.5067,50.1650,0.5067,-0.0000,-0.0000
79200.0000,0.0160,1.6000,50.1650,0.4742,50.1650,0.4742,-0.0000,-0.0000
79200.0000,0.0170,1.7000,50.1650,0.4357,50.1650,0.4357,-0.0000,-0.0000
79200.0000,0.0180,1.8000,50.1650,0.3876,50.1650,0.3876,-0.0000,-0.0000
79200.0000,0.0190,1.9000,50.1650,0.3175,50.1650,0.3175,-0.0000,-0.0000
79200.0000,0.0200,2.0000,50.1650,0.0976,50.1650,0.2034,-0.0000,-0.1058
82800.0000,0.0000,0.0000,50.1650,0.6787,50.1650,0.6787,-0.0000,-0.0000
82800.0000,0.0010,0.1000,50.1650,0.6780,50.1650,0.6780,-0.0000,-0.0000
82800.0000,0.0020,0.2000,50.1650,0.6758,50.1650,0.6758,-0.0000,-0.0000
82800.0000,0.0030,0.3000,50.1650,0.6721,50.1650,0.6721,-0.0000,-0.0000
82800.0000,0.0040,0.4000,50.1650,0.6669,50.1650,0.6669,-0.0000,-0.0000
82800.0000,0.0050,0.5000,50.1650,0.6602,50.1650,0.6602,-0.0000,-0.0000
82800.0000,0.0060,0.6000,50.1650,0.6519,50.1650,0.6519,-0.0000,-0.0000
82800.0000,0.0070,0.7000,50.1650,0.6421,50.1650,0.6421,-0.0000,-0.0000
82800.0000,0.0080,0.8000,50.1650,0.6306,50.1650,0.6306,-0.0000,-0.0000
82800.0000,0.0090,0.9000,50.1650,0.6174,50.1650,0.6174,-0.0000,-0.0000
82800.0000,0.0100,1.0000,50.1650,0.6025,50.1650,0.6025,-0.0000,-0.0000
82800.0000,0.0110,1.1000,50.1650,0.5856,50.1650,0.5856,-0.0000,-0.0000
82800.0000,0.0120,1.2000,50.1650,0.5666,50.1650,0.5666,-0.0000,-0.0000
82800.0000,0.0130,1.3000,50.1650,0.5453,50.1650,0.5453,-0.0000,-0.0000
82800.0000,0.0140,1.4000,50.1650,0.5213,50.1650,0.5213,-0.0000,-0.0000
82800.0000,0.0150,1.5000,50.1650,0.4941,50.1650,0.4941,-0.0000,-0.0000
82800.0000,0.0160,1.6000,50.1650,0.4628,50.1650,0.4628,-0.0000,-0.0000
82800.0000,0.0170,1.7000,50.1650,0.4257,50.1650,0.4257,-0.0000,-0.0000
82800.0000,0.0180,1.8000,50.1650,0.3793,50.1650,0.3793,-0.0000,-0.0000
82800.0000,0.0190,1.9000,50.1650,0.3113,50.1650,0.3113,-0.0000,-0.0000
82800.0000,0.0200,2.0000,50.1650,0.0938,50.1650,0.1996,-0.0000,-0.1058
